PassedAndObstructedTimes,OverallYieldTimes
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0.09090909
1,0.09090909
1,0.08333334
1,0.07692308
1,0.07142857
1,0.06666667
1,0.0625
2,0.1176471
2,0.1176471
2,0.1111111
2,0.1052632
2,0.1
2,0.0952381
2,0.09090909
2,0.08695652
2,0.08333334
2,0.08
2,0.07692308
